	age	debug1	debug2	english.0-writing	english.1-reading	gender-Gender non conforming/non-binary	gender-Man	gender-Prefer not to answer	gender-Woman	original id	major	open1	open2	perceivedvalue.0-boring	perceivedvalue.1-productive	perceivedvalue.2-useless	perceivedvalue.3-engaging	pocc.0-learning the basic concepts	pocc.1-testing my ideas and theories	pocc.2-answering given questions	pocc.3-memorizing key information	pocc.4-exploring the topic	[qual1] Scenario 1	qual1	qual2	qual3	qual4	qual5	qual5reasoning	qual6	qual6reasoning	quant.0 - the width of the beaker is changed from 2cm to 1cm	quant.0 - the area is changed from 200mm2 to 100mm2	quant.1 - the concentration of wine is changed from 500 to 1000 mM	quant.1 - the separation is changed from 2mm to 4mm	quant.2 - the width of the beaker is changed from 2cm to 4cm and the concentration of wine is changed from 500 to 1000 mM	quant.2 - the area is changed from 200mm2 to 100mm2 and the plate separation is changed from 2mm to 1mm 	quant.3 - the width of the beaker is changed from 2cm to 1cm and the concentration of wine is changed from 500 to 1000 mM	quant.3 - the area is changed from 200mm2 to 100mm2 and the plate separation is changed from 2mm to 4mm 	strategies.0-setup my first experiment right away	strategies.10-try to identify mathematical relationships	strategies.11-try to apply my prior knowledge of physics	strategies.12-predict the result of a test before trying something out	strategies.13-decide what to investigate based on previous results	strategies.14-identify what I haven't investigated yet	strategies.1-spend time designing a set of experiments I want to conduct	strategies.2-make a plan	strategies.3-explore the different components of the PhET interface	strategies.4-identify important variables	strategies.5-look for weird outcomes I did not expect	strategies.6-look for general patterns and then dive into detailed experimentation	strategies.7-check if the relationships I found hold under different conditions	strategies.8-think about why I get the results I get	strategies.9-summarize my findings as I go	strategies_att.0-try to get the right answer	strategies_att.1-improve my scientific reasoning skill	strategies_att.2-try to learn more about the topic	strategies_att.3-finish as quickly as possible	strategies_att.4-come up with my own questions to investigate	taskinterpretation.0-investigate the basic mechanics of the topic at hand	taskinterpretation.1-design my own experiments that can help me understand the topic at hand	taskinterpretation.2-memorize information about the topic at hand	taskinterpretation.3-complete a certain number of  questions	taskinterpretation.4-develop scientific reasoning skills	year-1st year undergraduate	year-2nd year undergraduate	year-3rd year undergraduate	year-4th year undergraduate	sim	sim_index	sid
10	18-19	the concentration and its relation to the absorbance should be divided by 100 or a similar factor. 	it is missing the width factor which also contributes to the amount absorbed. 	Average	Average				1.0	15055169	*Undeclared	I think this is something that will be more interesting to learn visually rather than in a virtual lab, as in comparison to the first virtual lab which includes a little bit of more abstract terms such as voltage and current. 	It was easy to follow and graph data directly! Read all questions before answering them.	Somewhat	Somewhat	Somewhat	Somewhat	Sometimes	Often	Sometimes	Almost never	Often	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	there is a bigger volume through which the laser passes.	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	has a larger wavelength	0.1		0.4		0.8		0.2		Somewhat	Definitely	Mostly	Mostly	Somewhat	Somewhat	Mostly	Somewhat	Mostly	Mostly	Mostly	Mostly	Mostly	Somewhat	Mostly	Somewhat	Somewhat	Somewhat	Somewhat	Mostly	Mostly	Somewhat	Somewhat	Somewhat	Somewhat	1.0				Absorbance	2	15055169
11	20-22	I'm not 100% positive about the laser wavelength because I noticed that the absorbance wasn't a linear relationship with laser wavelength. Concentration seems correct because as concentration increases the light absorbance always increased. As the laser path length increased I would assume that the light absorbance decreases which doesn't seem to be suggested in this formula. 	N seems to be correct because a higher concentration would contain more molecules. I don't see how more volume would necessarily increase the light absorbance especially if 100% of the light is already passing through the mixture. 	Fluent	Fluent		1.0			19344143	Computer Science	I found this lab to be way more difficult then the first due to the number of parameters involved and I couldn't seem to understand why certain things were happening. I used the same procedure as last lab changing certain parameters and seeing how it affected the light absorbance. 	I managed to understand a few key concepts such as beaker length and concentration. I don't think I would do anything differently because I think I used the time I had as well as I could even though I didn't manage to correctly understand certain topics.	Not at all	Mostly	Not at all	Mostly	Almost always	Often	Almost always	Sometimes	Often	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/Notenoughinfo.png)	 (https://survey.ubc.ca/media/assets/groups/5494/Notenoughinfo.png)	I can't make an accurate guess. I would assume a horizontal laser beam but I can't be 100% positive. 	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	The red laser beam always had the highest light absorbance 	0.1		0.3		0.5		0.4		Mostly	Not at all	Not at all	Mostly	Definitely	Mostly	Somewhat	Somewhat	Mostly	Mostly	Definitely	Mostly	Mostly	Mostly	Mostly	Mostly	Mostly	Somewhat	Not at all	Somewhat	Mostly	Mostly	Somewhat	Somewhat	Mostly			1.0		Absorbance	2	19344143
12	18-19	the part that concentration and the laser path length of the solution is proportional to the A is right. However, the wavelength does not have a linear relationship with the A. From around blue color, as the wavelength decreases A increases. We need an equation that compensate this characteristic.	First of all, the volume of the solution in the beaker does not affect A. Only the amount that the laser light passes through matters. N is good. Also I don't fully understand what k is, but it seems to be the solution for the problem that the wavelength does not have a simple linear relationship with A.	Fluent	Fluent		1.0			51717164	Computer Science	Since this was the second lab, I was able to utilize the tools I have well. I figured out how to use the graph as well, and visualized the parabolic relationship between the wavelength and the absorbance measurement. This light absorbance topic was something that I was not familiar about, so this lab was quite useful to me.	My intuitive theories that the beaker width and the concentration would have linear positive slope relationship with the absorbance measurement turned out to be correct. However, it was interesting to discover that the wavelength did not have the same relationship. Apparently from around color blue, the proportionality of the relationship reverses.	Not at all	Mostly	Not at all	Definitely	Often	Almost always	Sometimes	Sometimes	Almost always	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	When the laser beam is angled, the amount of substance that the laser goes through is slightly more, so the absorbance measurement is higher	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	The function for the relationship between the wavelength of the laser and the measurement is a parabola shape. Compared with blue and red, larger wavelength is higher measurement.	0.1		0.4		0.8		0.2		Mostly	Somewhat	Mostly	Mostly	Mostly	Definitely	Somewhat	Somewhat	Mostly	Mostly	Definitely	Definitely	Definitely	Definitely	Somewhat	Mostly	Definitely	Definitely	Somewhat	Definitely	Mostly	Definitely	Somewhat	Somewhat	Mostly	1.0				Absorbance	2	51717164
14	18-19	This make sense. The wavelength, solution concentration, and laser path length were all proportional to each other.\n	I think this is correct as well. All these values could be proportional to one another, just like the previous equation. 	Fluent	Fluent				1.0	10375163	General Science	I experimented with the different variables and changed their values to see how the absorbance would be affected.  The second virtual lab was less straightforward than the first. For example, I didn't think to try angling the laser and receptor, but that could also be my fault.	This virtual lab worked very well. I thought it was well planned out.	Somewhat	Mostly	Not at all	Somewhat	Sometimes	Sometimes	Sometimes	Sometimes	Sometimes	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	far from detector (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	It is equal because the detector is still the same distance from the tube. 	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	The wavelength didn't change the absorbance. 	0.1		0.1		0.4		0.15		Mostly	Somewhat	Somewhat	Mostly	Mostly	Mostly	Not at all	Somewhat	Definitely	Definitely	Mostly	Mostly	Mostly	Mostly	Mostly	Definitely	Mostly	Mostly	Somewhat	Somewhat	Mostly	Somewhat	Somewhat	Definitely	Mostly	1.0				Absorbance	2	10375163
15	18-19	the equation is missing a constant of proportionality. And I believe it's the volume of the path the laser takes through the solution, not the length itself.	this seems correct - it has the number of molecules, which is probably a better measure of the amount of absorbance taking place. But including N & V in the same formula ? I believe only the volume of the solution through which the laser passes matters.  	Fluent	Fluent		1.0			61406163	*Undeclared	i DID KNOW ANYTHING ABOUT THIS TOPIC BEFOREHAND AND I WAS A BIT MORE ORGANIZED AND RIGOROUS WITH MY EXPERIMENTS.	the organized nature of my experiment worked out well for me. 	Not at all	Mostly	Not at all	Mostly	Almost always	Almost always	Sometimes	Almost always	Almost always	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		 (https://survey.ubc.ca/media/assets/groups/5494/Notenoughinfo.png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	greater volume of liquid - more absorbance - as in case with tilted light beam.	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	as noticed during experiments, light of larger wavelength correspond to a larger absorbance. This is because waves with larger wavelength have lesser energy and are easily absorbed in solution.	0.1		0.4		0.8		0.2		Definitely	Definitely	Definitely	Definitely	Definitely	Mostly	Definitely	Definitely	Definitely	Definitely	Mostly	Somewhat	Definitely	Somewhat	Definitely	Somewhat	Definitely	Mostly	Somewhat	Mostly	Definitely	Definitely	Not at all	Mostly	Definitely	1.0				Absorbance	2	61406163
16	18-19	Concentration and Length seem correctly related in this expression, but wavelength does not appear correctly related.  In the lab, wavelengths similar to the color that the solution appeared had very low absorbances, and this is not related directly to lambda (wavelength) in any obvious way.  Additionally, there should probably be a constant replacing lambda.	k and N appear correctly represented here, but volume does not seem related.  N should be able to account for concentration and for width because both of these influence absorbance and number of molecules in the path. However, volume does not matter because liquid that is in the volume but not in the path of the laser is irrelevant.	Fluent	Fluent		1.0			18247165	*Undeclared	I did not know much about absorbance; I used the same techniques, but I did not have any expectations so my virtual experiments and plots were effective for learning the relationship.	This worked well.  Next time I would not do many things differently.	Not at all	Mostly	Not at all	Somewhat	Almost always	Sometimes	Almost always	Often	Often	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	An angled beam will have to travel further, so it is effectively increasing the beaker width.	blue laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_dark_blue.png)	Wavelengths that are the color of the liquid pass through without much absorbance; this is probably why they appear the color - those wavelengths are allowed to pass through.  So, a blue beam will be blocked and absorbed more than the red beam.	0.1		0.4		0.8		0.2		Definitely	Definitely	Mostly	Somewhat	Somewhat	Definitely	Not at all	Not at all	Somewhat	Definitely	Mostly	Definitely	Somewhat	Mostly	Mostly	Mostly	Mostly	Definitely	Somewhat	Mostly	Mostly	Definitely	Somewhat	Mostly	Mostly	1.0				Absorbance	2	18247165
17	20-22	 -There should be additional comment in the formula to indicate that the relationship for wavelength only holds true to above a certain threshold value(as indicated by the graph, the value of A remains close to zero as the wavelength is further decreased below a certain threshold value)\n- The relationship between A and L cannot be accepted as given in the formula since the virtual investigation did not involve any procedure with L as the independent variable(no proof to show that this is true)\n-The relationship between A and c is correct as shown from the plotted graph.\n	 -Since N is proportional to concentration for a given volume of a solution, the relationship between N and A is accepted.\n-k should be the denominator(since a large k represents large attenuation, which should give a smaller absorbance)\n-A is not proportional to V since increasing the volume of the same solution does not increase the amount of matter in the path between the laser and the detector(although I will need to conduct this experiment to proof this)	Fluent	Fluent		1.0			22340167	Chemical Engineering	I made a rough plan and took more measurements, which gave me a better sense of the overall trend. I also put in extreme values to avoid overlooking certain aspects of the relationship.	Increasing the number of measurements gave me better confidence of my results. Next time(if I am given more time), I would vary a few variables at once	Not at all	Mostly	Not at all	Mostly	Sometimes	Sometimes	Often	Often	Almost always	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	close to detector (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_green_far.png)	horizontal laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_light_green.png)	The angled laser beam creates a path difference leading to destructive interference at some points hence giving lower overall absorbance	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	The simulator showed the above results. 	0.1		0.4		0.8		0.2		Somewhat	Somewhat	Somewhat	Definitely	Not at all	Mostly	Somewhat	Definitely	Definitely	Definitely	Somewhat	Definitely	Mostly	Somewhat	Definitely	Somewhat	Mostly	Somewhat	Somewhat	Mostly	Mostly	Somewhat	Not at all	Definitely	Not at all	1.0				Absorbance	2	22340167
18	18-19	Assuming that the wavelength of blue is higher than red, the wavelength should be placed on the bottom for absorbance, as the greater the wavelength, the less the absorbance. \nThe greater the concentration, the greater the A, and the longer the laser path length, the greater the A.	Correct:\nThe greater the number of molecules in the solution in the path of the beaker, the greater the absorbance as the laser particles will have a greater distance to travel. \n\nIncorrect: The volume of the solution should not matter on the absorbance of the solution, unless volume reduces the concentration of the solution or does not reach where the laser is pointing.	Fluent	Fluent				1.0	26984162	Earth & Ocean Sciences	Because I knew a bit more about light than I did about the previous topic, I found this topic to be a bit more engaging than the previous topic, and I was able to use my previous knowledge from Chemistry to help me fill in the missing pieces of the puzzle. For this virtual lab, I experimented with concentration, beaker width and wavelength, and tested out my different hypotheses on the variables given. However, I found an anomaly with the wavelength that I was not able to solve, unlike the last lab, where I experienced no anomalies. 	Unlike the last lab, I actually had a plan and was able to graph out the data I collected to see the general trend of the concentration. This worked well for me because I was able to clearly see my data and separate it into groups, which made answering questions easier. I would probably graph more variables and play around with the graphing portion if I had more time.	Not at all	Somewhat	Not at all	Mostly	Often	Almost always	Almost always	Sometimes	Often	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	close to detector (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_green_far.png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	The angled laser beam will pass through more particles in the concentrated beaker when angled, therefore having more chance to be absorbed.	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	The red laser beam is of lower wavelength and therefore should have a greater absorbance, since there are less wavelength particles for the same number of molecules in the beaker.	Half the absorbance		Double the absorbance		4x the absorbance		Same level of absorbance		Mostly	Not at all	Mostly	Mostly	Somewhat	Definitely	Definitely	Mostly	Mostly	Definitely	Definitely	Definitely	Definitely	Definitely	Somewhat	Somewhat	Mostly	Mostly	Not at all	Mostly	Mostly	Definitely	Not at all	Definitely	Definitely	1.0				Absorbance	2	26984162
19	18-19	The part for concentration and laser path length are correct\nFor the laser wavelength, form regions of purple to green the absorbance decreases yet it increases again from green to brown, so i assume it is not appropriate to say laser wavelength is directly proportional to the absorbance	I think it is right 	Fluent	Fluent				1.0	84135167	*Undeclared	I think this one is generally more difficult than the first one because there are more variables and they are not just directly/inversely proportional to the result (eg the wavelength) and it requires more time to run through this lab (I don't really have enough time to figure out everything)\nThis one is pretty confusing too because I don't know some of the variables could be varied... (eg I never moved the volume thing until very last minute)	The lab gives me some basic understanding about absorbance and the variables that could change it. I'm gonna work faster next time to try moving every variable!	Somewhat	Somewhat	Not at all	Somewhat	Sometimes	Often	Sometimes	Sometimes	Sometimes	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	The angled laser beam would make the readings higher 	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	From the experiment red colours give the highest reading of absorbance	0.2		0.4		0.4		0.4		Somewhat	Somewhat	Somewhat	Mostly	Somewhat	Somewhat	Somewhat	Somewhat	Somewhat	Somewhat	Mostly	Somewhat	Somewhat	Somewhat	Somewhat	Mostly	Somewhat	Somewhat	Somewhat	Somewhat	Somewhat	Somewhat	Somewhat	Somewhat	Somewhat	1.0				Absorbance	2	83145167
21	18-19	This formula makes sense to me, as it includes the laser wavelength, concentration, and the laser path length (in terms of the beaker width change from the virtual lab portion). The increase in wavelength would increase absorbance, just as an increase in concentration and laser path length as well.	I think that the volume can be negligible, as long as there's enough of the solution in the beaker for the laser beam to go through. Since the number of molecules of the solution is already included, due to the concentration, and thus the volume does not necessarily play a big role in this case.	Fluent	Fluent				1.0	17018157	Computer Science	I went about it the same way, although I did record my data earlier on (with my first trial this time around). I determined which factors I could manipulate and tried to distinguish the relationships between each factor in regards to how it would affect the light absorbance measured.\n\nI was also able to play around with the graphing that was available on the virtual lab, although I was unable to properly form an obvious relationship (since I could not necessarily change how the points were plotted).	I believe my approach worked well, as I was able to record my data and easily see how the factors would alter the light absorbance.	Somewhat	Definitely	Not at all	Mostly	Often	Sometimes	Often	Sometimes	Almost always	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	Since the laser is now angled, there will be a slight increase in solution/distance that the beam will now hit compared to the laser that was placed horizontally. Thus, the absorbance will slightly increase because there is more of the solution to be absorbed.	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	The longer the wavelength, the easier for the light to be absorbed with the detector. The shorter the wavelength, I suppose the more difficult it is.	0.1		0.4		0.8		0.2		Somewhat	Not at all	Mostly	Definitely	Definitely	Somewhat	Somewhat	Somewhat	Definitely	Mostly	Not at all	Definitely	Definitely	Mostly	Mostly	Somewhat	Definitely	Mostly	Somewhat	Not at all	Mostly	Definitely	Not at all	Somewhat	Definitely	1.0				Absorbance	2	17018157
22	18-19	this formula makes sense for the most part, but the width doesn't change proportionally to absorbance. There should be some constants in the formula to make it more accurate.	it shouldn't be volume because absorbance doesn't depend on volume, only the width of the beaker. Otherwise, the formula is alright.	Fluent	Fluent				1.0	13981167	*Undeclared	I found the second lab more challenging than the first, perhaps because I was more interested in the first topic than the last. However, I still found very engaging and I am now very curious to find the answer to unexpected situations. These labs stimulate curiosity much more than lectures or pre-readings, mostly because I can go at my own pace and I can develop my own experiment to observe and find my own conclusions. It is much easier to learn this way and easier to remember formulas and information about the topic. 	Next time, I would like to have had more background information about the topic before commencing the lab. However, just because I was able to do the activity myself, I had a lot of fun and it was very effective at introducing me to the topic. 	Not at all	Mostly	Somewhat	Mostly	Often	Often	Often	Sometimes	Often	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	Equal absorbance should be measured because the refraction experienced by opposing sides of the wave of light even out at the end.	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	Light with longer wavelengths travel through objects easier than shorter wavelengths. Shorter wavelengths bump into particles more than longer wavelengths due to their increased frequency.	0.1		0.4		0.8		0.2		Not at all	Definitely	Definitely	Mostly	Definitely	Definitely	Somewhat	Mostly	Definitely	Definitely	Definitely	Mostly	Mostly	Definitely	Mostly	Not at all	Mostly	Definitely	Not at all	Mostly	Definitely	Definitely	Not at all	Definitely	Definitely	1.0				Absorbance	2	13981167
24	18-19	cL is correct since during the simulation, when the concentration of the solution and the laser path length increased, the absorbance increased. I don't think laser wavelength is right because the absorbance of the solution didn't have a linear relationship with the increase or decrease of the wavelength 	kN is right since when the concentration of the solution increased and when the width of the beaker increased, A increased. V is likely incorrect since volume doesn't determine the number of moles in the path of the light so A change independently of V	Fluent	Fluent				1.0	17729162	*Undeclared	I started by familiarize myself with the virtual lab and getting used to the variables and then using it to find the solution of the question. This time, I did pay attention to the numerical values in the simulation addition to the general idea. 	Visual representations in general speaks to me more than words. I feel like I was able to grasp the concept quite well with this simulation because I am aware that I'm supposed to focus on the qualitative and quantitative observations. Perhaps next time, I'll make more use of the tables and graphs to understand the relationships between the variables. 	Somewhat	Mostly	Somewhat	Mostly	Almost always	Almost always	Often	Sometimes	Often	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	The beam still have to go through the same amount of material and get absorbed before reaching the detector	blue laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_dark_blue.png)	since the solution is red it means it reflects light near the red end of the spectrum and absorbed light from the blue end of the spectrum better	0.1		0.4		0.8		0.2		Mostly	Mostly	Definitely	Somewhat	Definitely	Somewhat	Not at all	Somewhat	Somewhat	Definitely	Mostly	Definitely	Somewhat	Definitely	Mostly	Mostly	Mostly	Mostly	Somewhat	Somewhat	Mostly	Definitely	Somewhat	Not at all	Mostly	1.0				Absorbance	2	17729162
25	20-22	1) The laser wavelength is not always directly proportion to the absorbance value, because a quadratic relationship was found. For example, the absorbance value for violet laser beam was higher than that for blue, green and yellow laser beams, but the absorbance values for blue, green and yellow laser beams were also lower than that for orange and red laser beams.\n2) There should be a constant present.	Concentration of solution is directly proportion to number of molecules of solution. (Number of molecules = no. of moles x concentration x volume)\nHence V is a redundant component in the formula. 	Fluent	Fluent				1.0	561164	Computer Science	1) I tried to memorize the information that I got from conducting experiments in the virtual lab, rather than just writing down the results and handing it in. Specifically, in order to memorize efficiently and effectively, I memorized the shape of the graphs rather than specific formula.\n2) I conducted controlled experiments in the same way as I did in the first virtual lab. I also similarly noticed that the graph functionality does not allow me to plot one of the test variables (wavelength), similar to the previous virtual lab (voltage could not be plotted on the graph).	Memorizing was easy because there were little relationships to learn and remember - specifically, only three graphs.\nI also managed to think out of the box to shift the detector position around and found that it does not affect the recorded absorbance when all other variables are kept constant. 	Not at all	Mostly	Somewhat	Mostly	Often	Often	Often	Sometimes	Sometimes	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	By angling the laser beam, the laser beam has to travel a longer distance through the solution. This is equivalent to changing the beaker to one with a larger width. Since a positive linear relationship was observed between width of beaker and absorbance, I can conclude that the angled laser beam setup will yield a larger absorbance value.	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	I observed a quadratic (somewhat) relationship between wavelength and absorbance. One of my experimental setup was done with blue laser beam, and another done with red laser beam. All other variables were kept constant. The absorbance values yielded was larger for the red laser beam as compared to the blue laser beam.	0.1		0.4		0.8		0.2		Not at all	Definitely	Somewhat	Somewhat	Somewhat	Somewhat	Mostly	Mostly	Mostly	Mostly	Mostly	Somewhat	Not at all	Mostly	Mostly	Somewhat	Not at all	Mostly	Not at all	Mostly	Somewhat	Mostly	Mostly	Mostly	Not at all			1.0		Absorbance	2	10561164
